id,x,y,size,frame,track
4,129.39285714285714,191.17857142857142,28,1074,109
5,186.26882845188285,167.2468619246862,1912,1074,1
6,664.0500277932184,142.62812673707614,1799,1074,103
7,180.72540983606558,142.3237704918033,488,1074,91
1,655.0676784249384,201.26866283839212,7314,1075,99
2,220.28708133971293,189.54545454545453,209,1075,107
3,121.44,190.92,25,1075,109
4,178.43808049535605,167.2373581011352,1938,1075,1
5,656.2498611882288,142.41810105496947,1801,1075,103
6,173.14730290456433,142.17842323651453,482,1075,91
1,647.047958344752,200.81570293231022,7298,1076,99
2,212.38916256157634,189.29556650246306,203,1076,107
3,113.05882352941177,190.8235294117647,17,1076,109
4,170.6663280853225,167.33316404266125,1969,1076,1
5,648.3007226236798,142.2195664257921,1799,1076,103
6,165.70917225950782,142.05592841163312,447,1076,91
1,639.0822871179039,200.56181768558952,7328,1077,99
2,204.05140186915887,189.41121495327104,214,1077,107
3,105.33333333333333,190.75,12,1077,109
4,162.89144905273938,167.26830517153098,1953,1077,1
5,640.4551912568306,141.90546448087431,1830,1077,103
6,156.99540229885056,142.1816091954023,435,1077,91
1,631.0769125869358,200.37760807309422,7333,1078,99
2,195.82127659574468,189.58723404255318,235,1078,107
3,97.38461538461539,190.6153846153846,13,1078,109
4,155.2462493533368,167.27366787377133,1933,1078,1
5,632.4730538922156,141.69352204681547,1837,1078,103
6,149.3177777777778,142.45555555555555,450,1078,91
1,622.9774272504759,200.3396790862116,7354,1079,99
2,187.41035856573706,189.86454183266932,251,1079,107
3,89.9,190.95,20,1079,109
4,147.5389848246991,167.29408686551542,1911,1079,1
5,624.4580362040592,141.57487657707077,1823,1079,103
6,141.53510895883778,142.59322033898306,413,1079,91
1,614.8042714247093,200.47228980805622,7398,1080,99
2,179.4904214559387,190.0191570881226,261,1080,107
3,81.94117647058823,190.64705882352942,17,1080,109
4,140.05447878470403,167.4258774227344,1909,1080,1
5,616.1766004415011,141.58885209713026,1812,1080,103
6,135.02439024390245,142.82926829268294,369,1080,91
1,606.6802803612346,200.65857932335894,7419,1081,99
2,171.7898832684825,190.10505836575877,257,1081,107
3,74.3529411764706,190.52941176470588,17,1081,109
4,132.69145569620252,167.51793248945148,1896,1081,1
5,607.67215815486,141.72322899505767,1821,1081,103
6,128.25207756232686,142.72853185595568,361,1081,91
1,598.3630694143167,200.611442516269,7376,1082,99
2,164.0077519379845,190.0581395348837,258,1082,107
3,66.28571428571429,190.5,14,1082,109
4,125.07,167.5178947368421,1900,1082,1
5,599.4716565767749,141.7622454595487,1817,1082,103
6,120.58357771260997,142.72434017595307,341,1082,91
1,590.1320016196518,200.69753003104333,7409,1083,99
2,155.93023255813952,190.015503875969,258,1083,107
3,58.9,190.3,20,1083,109
4,117.70311674590597,167.6296883254094,1893,1083,1
5,591.3936228697087,141.7553600879604,1819,1083,103
6,114,142.61875,320,1083,91
1,581.9197606419149,200.55650754793962,7353,1084,99
2,147.5801526717557,189.98473282442748,262,1084,107
3,50.96551724137931,190.41379310344828,29,1084,109
4,109.8169238956892,167.58914316125598,1879,1084,1
5,583.2155361050328,141.80634573304158,1828,1084,103
6,106.57467532467533,142.63636363636363,308,1084,91
1,573.6904729453455,200.6002453318795,7337,1085,99
2,578.3333333333334,223.66666666666666,3,1085,110
3,139.2471482889734,189.9125475285171,263,1085,107
4,42.64,190.24,25,1085,109
5,101.98396579369322,167.5783003741315,1871,1085,1
6,574.9607083563918,141.76425013835086,1807,1085,103
7,98.68881118881119,142.54545454545453,286,1085,91
1,565.3491890418427,200.79065012948072,7337,1086,99
2,569.3333333333334,224.16666666666666,18,1086,110
3,131.42125984251967,189.8503937007874,254,1086,107
4,34.88,190.2,25,1086,109
5,93.75828877005348,167.50588235294117,1870,1086,1
6,566.7453521126761,141.6242253521127,1775,1086,103
7,90.69291338582677,142.36614173228347,254,1086,91
1,556.9837978854868,200.91020183990113,7283,1087,99
2,560.75,224.71875,32,1087,110
3,123.19834710743801,189.6198347107438,242,1087,107
4,26.217391304347824,190.08695652173913,23,1087,109
5,85.52040275569688,167.51828298887122,1887,1087,1
6,558.20625,141.6471590909091,1760,1087,103
7,85.4170403587444,142.14798206278027,223,1087,91
1,548.5583505154639,201.15202749140894,7275,1088,99
2,551.8055555555555,225.25,36,1088,110
3,114.78632478632478,189.52991452991452,234,1088,107
4,18,190.5,30,1088,109
5,77.1621906266456,167.57925223802002,1899,1088,1
6,549.6537142857143,141.66114285714286,1750,1088,103
7,75.95566502463055,141.92610837438423,203,1088,91
1,540.2564524986271,201.35063152114222,7284,1089,99
2,543.3181818181819,225.75,44,1089,110
3,106.0646551724138,189.45258620689654,232,1089,107
4,8.864864864864865,190.48648648648648,37,1089,109
5,68.36430446194225,167.54855643044618,1905,1089,1
6,541.5072296124928,141.65124349334874,1729,1089,103
7,70.1055900621118,141.83229813664596,161,1089,91
1,531.9610461114935,201.30282174810736,7265,1090,99
2,534.5869565217391,225.84782608695653,46,1090,110
3,97.35042735042735,189.491452991453,234,1090,107
4,1.9,190.2,10,1090,109
5,59.399371069182386,167.56813417190776,1908,1090,1
6,533.1305861868833,141.60011607661056,1723,1090,103
7,67.60909090909091,141.9181818181818,110,1090,91
1,523.7961098082494,201.29659263346667,7249,1091,99
2,526.1090909090909,225.8181818181818,55,1091,110
3,88.5909090909091,189.31404958677686,242,1091,107
4,52.33771929824562,167.59978070175438,1824,1091,1
5,525.021362586605,141.41281755196306,1732,1091,103
6,59.27272727272727,141.8,110,1091,91
1,515.4731330945164,201.18228162028106,7258,1092,99
2,517.8363636363637,225.76363636363635,55,1092,110
3,80.2603305785124,189.30578512396696,242,1092,107
4,46.4598033545402,167.74725274725276,1729,1092,1
5,516.776754890679,141.39298043728422,1738,1092,103
6,54.60606060606061,142.1060606060606,66,1092,91
1,507.3079259872963,200.98798674399336,7242,1093,99
2,509.5090909090909,225.61818181818182,55,1093,110
3,71.6853448275862,189.08620689655172,232,1093,107
4,40.62871287128713,167.9950495049505,1616,1093,1
5,508.7062572421784,141.32271147161066,1726,1093,103
6,47.5,142,36,1093,91
1,499.08286148322054,200.78400773373843,7241,1094,99
2,500.3809523809524,225.23809523809524,63,1094,110
3,63.43722943722944,188.978354978355,231,1094,107
4,34.7905585106383,168.10837765957447,1504,1094,1
5,500.14951677089255,141.27231381466743,1759,1094,103
6,41.41379310344828,142.0344827586207,29,1094,91
1,490.8187947165658,200.70473307649974,7268,1095,99
2,492.037037037037,224.57407407407408,54,1095,110
3,55.05106382978723,188.97021276595746,235,1095,107
4,29.153179190751445,168.53251445086704,1384,1095,1
5,491.866975130133,141.03123192596877,1729,1095,103
6,34.666666666666664,142.44444444444446,9,1095,91
1,482.5747912960175,200.49787874640757,7307,1096,99
2,483.50877192982455,224.3859649122807,57,1096,110
3,46.48347107438016,188.9917355371901,242,1096,107
4,23.737651821862347,168.67611336032388,1235,1096,1
5,483.65701042873695,140.91830822711472,1726,1096,103
1,474.276795429815,200.34480413492926,7352,1097,99
2,474.875,223.71428571428572,56,1097,110
3,38.437751004016064,189.23293172690762,249,1097,107
4,19.733733733733732,168.28528528528528,999,1097,1
5,475.4039886039886,140.82962962962964,1755,1097,103
1,466.0492115280044,200.0405111473627,7356,1098,99
2,465.94444444444446,223.0185185185185,54,1098,110
3,29.935361216730037,189.1787072243346,263,1098,107
4,16.255905511811022,167.51312335958005,762,1098,1
5,467.01975169300226,140.65744920993228,1772,1098,103
1,457.65507011866237,200.08940129449837,7416,1099,99
2,457.38,222.5,50,1099,110
3,21.96197718631179,189.14448669201522,263,1099,107
4,13.486641221374045,166.3053435114504,524,1099,1
5,458.6830631637786,140.54723309111236,1789,1099,103
1,449.4950295540032,200.09390112842559,7444,1100,99
2,448.7894736842105,221.89473684210526,38,1100,110
3,13.74436090225564,189.2406015037594,266,1100,107
4,11.084905660377359,165.19811320754718,318,1100,1
5,450.4002242152466,140.35706278026905,1784,1100,103
1,441.09646302250803,200.00629689174704,7464,1101,99
2,440.0810810810811,221.64864864864865,37,1101,110
3,8.270935960591133,189.56650246305418,203,1101,107
4,7.568181818181818,165.26704545454547,176,1101,1
5,441.98996655518397,140.34002229654405,1794,1101,103
1,432.7752477899812,199.93892311813553,7466,1102,99
2,431.79487179487177,221.51282051282053,39,1102,110
3,4.1208791208791204,189.93406593406593,91,1102,107
4,4.030769230769231,166.16923076923078,65,1102,1
5,433.65105908584167,140.24191750278706,1794,1102,103
1,424.5042028018679,199.97705136757838,7495,1103,99
2,422.94871794871796,221.43589743589743,39,1103,110
3,425.0600112170499,140.10768367919238,1783,1103,103
1,416.0774996653728,199.8756525230893,7471,1104,99
2,414.46666666666664,221.37777777777777,45,1104,110
3,416.76158570630935,140.070910106086,1791,1104,103
1,407.8450967311541,200.0170780520347,7495,1105,99
2,406.04,221.56,50,1105,110
3,408.328125,139.94419642857142,1792,1105,103
1,399.5323808252103,200.03725464013888,7489,1106,99
2,397.30232558139534,221.51162790697674,43,1106,110
3,400.2058492688414,139.96906636670417,1778,1106,103
1,391.18702442931516,199.94500066746764,7491,1107,99
2,388.9074074074074,221.64814814814815,54,1107,110
3,391.70989761092153,139.99772468714448,1758,1107,103
1,382.73810475809677,200.0671731307477,7503,1108,99
2,380.0877192982456,222.47368421052633,57,1108,110
3,382.98346636259976,139.94469783352338,1754,1108,103
1,374.3212,200.16173333333333,7500,1109,99
2,371.5890410958904,222.91780821917808,73,1109,110
3,374.74353076480736,139.9039677975848,1739,1109,103
1,365.96056969537125,200.50283528946326,7583,1110,99
2,366.11850554582605,139.88966725043784,1713,1110,103
1,357.44406422742827,200.61476704395895,7598,1111,99
2,357.66023391812865,139.81754385964913,1710,1111,103
1,349.04061117812626,200.2828039136845,7461,1112,99
2,345.04347826086956,223.6195652173913,92,1112,110
3,349.15699052132703,139.77369668246445,1688,1112,103
1,340.6227655099895,200.89274447949526,7608,1113,99
2,340.9078947368421,139.7476076555024,1672,1113,103
1,332.2387744321183,200.91693079767566,7572,1114,99
2,332.3869801084991,139.67209162145872,1659,1114,103
1,323.80883905013195,201.01530343007914,7580,1115,99
2,323.8086904043452,139.58177429088715,1657,1115,103
1,315.3844526705447,200.9656266525648,7564,1116,99
2,315.32825822168087,139.49147381242386,1642,1116,103
1,307.0036784025223,201.0124802942722,7612,1117,99
2,306.9443413729128,139.39579468150896,1617,1117,103
1,298.37887711032585,201.05104043973301,7641,1118,99
2,298.4823091247672,139.29857231533208,1611,1118,103
1,289.97581811013276,200.87330792482587,7609,1119,99
2,290.17039800995025,139.19278606965173,1608,1119,103
1,281.30548302872063,200.8597911227154,7660,1120,99
2,281.380625,139.040625,1600,1120,103
1,272.60437401781036,201.02488213724462,7636,1121,99
2,272.8764965343415,139.0428481411468,1587,1121,103
1,264.1233451304234,200.9564818455892,7629,1122,99
2,264.2857142857143,138.9019859064702,1561,1122,103
1,255.4954919639357,200.9937279498236,7653,1123,99
2,255.66038920276208,138.72693032015067,1593,1123,103
1,246.97033567525372,200.97944314337758,7686,1124,99
2,246.99169859514686,138.65708812260536,1566,1124,103
1,238.42567920585162,201.10370950888193,7656,1125,99
2,238.48871695680205,138.58027079303676,1551,1125,103
1,229.83443794671865,201.2088369070825,7695,1126,99
2,229.89192708333334,138.37630208333334,1536,1126,103
1,221.42746214572279,201.41413226349167,7727,1127,99
2,221.52399737015122,138.34319526627218,1521,1127,103
1,212.97556537561735,201.48401351702626,7694,1128,99
2,213.05227882037534,138.1896782841823,1492,1128,103
1,204.63186528497408,201.8038860103627,7720,1129,99
2,204.39837947332884,138.0742741390952,1481,1129,103
1,196.22061108234075,202.06732263076125,7724,1130,99
2,195.9777313848295,138.0410577592206,1437,1130,103
1,187.70229499742135,202.21557503867973,7756,1131,99
2,187.48087818696885,138.0184135977337,1412,1131,103
1,179.36104298438104,202.62346714857364,7747,1132,99
2,179.01509705248023,137.94392523364485,1391,1132,103
1,170.89080830217867,202.8552275364187,7757,1133,99
2,170.68768328445748,137.8717008797654,1364,1133,103
1,162.53624318004677,203.06274356975837,7698,1134,99
2,162.1961932650073,137.86676427525623,1366,1134,103
1,153.99586296056884,203.25934065934067,7735,1135,99
2,154.07052709725315,137.78173719376392,1347,1135,103
1,145.44323905463,203.6002841275991,7743,1136,99
2,145.2394578313253,137.64307228915663,1328,1136,103
1,137.0139896373057,203.7717616580311,7720,1137,99
2,137.12826603325416,137.486144101346,1263,1137,103
1,128.56642995480956,204.14628792769528,7745,1138,99
2,128.80772325020112,137.35156878519712,1243,1138,103
1,120.03866976024749,204.28422273781902,7758,1139,99
2,120.28887070376432,137.01963993453356,1222,1139,103
1,111.46198603568658,203.6175329712956,7734,1140,99
2,112.1323896752706,136.17651956702747,1201,1140,103
1,102.37910643889619,203.32864651773983,7610,1141,99
2,104.84388185654008,135.5282700421941,1185,1141,103
1,93.98395438270786,203.8018830393847,7541,1142,99
2,96.15132178669097,135.54238833181404,1097,1142,103
1,85.66912335143522,205.15826221877424,7734,1143,99
2,87.65325670498085,136.58716475095787,1044,1143,103
1,77.47903645833334,207.3109375,7680,1144,99
2,49.8671875,167.90625,128,1144,111
3,78.51122994652407,137.0866310160428,935,1144,103
1,68.69612041001687,207.69002205786947,7707,1145,99
2,40.589285714285715,167.83928571428572,112,1145,111
3,70.49178532311062,136.86637458926614,913,1145,103
1,62.205525606469,207.05242587601077,7420,1146,99
2,63.363736263736264,136.37032967032968,910,1146,103
1,56.61895073390495,207.15680860340066,6881,1147,99
2,1.5,167,2,1147,112
3,5,166.33333333333334,3,1147,111
4,55.264634146341464,135.4170731707317,820,1147,103
1,49.23053779616397,214.6938698758932,5318,1148,99
2,54.374548736462096,166.942238267148,1108,1148,111
3,47.41908713692946,134.46749654218533,723,1148,103
1,44.11064509686439,215.00019972039146,5007,1149,99
2,50.12320328542094,167.18583162217658,974,1149,111
3,39.77633477633478,134.3059163059163,693,1149,103
1,40.95029953405813,214.2527179942312,4507,1150,99
2,54.79284649776453,167.1043219076006,671,1150,111
3,9.166666666666666,167.81578947368422,114,1150,112
4,32.4855195911414,134.160136286201,587,1150,103
1,37.80441323971916,213.0117853560682,3988,1151,99
2,46.262910798122064,167.339593114241,639,1151,111
3,2.5555555555555554,167.88888888888889,9,1151,112
4,25.857758620689655,134.4030172413793,464,1151,103
1,34.61813426329555,211.23888404533565,3441,1152,99
2,37.54103852596315,167.31825795644892,597,1152,111
3,19.162393162393162,134.37321937321937,351,1152,103
1,30.32281634008635,210.2152108933909,3011,1153,99
2,28.874788494077833,167.08121827411168,591,1153,111
3,14.208835341365463,133.9678714859438,249,1153,103
1,25.521507422915874,209.5363532546631,2627,1154,99
2,22.438794726930322,167.04143126177024,531,1154,111
3,8.461538461538462,134.32692307692307,156,1154,103
1,20.522727272727273,208.8649732620321,2244,1155,99
2,18.629722921914357,167.37531486146096,397,1155,111
3,3.8823529411764706,133.49019607843138,51,1155,103
1,16.36342857142857,207.71314285714286,1750,1156,99
2,13.930599369085174,167.45110410094637,317,1156,111
1,12.605645161290322,205.73709677419356,1240,1157,99
2,9.7,166.89,200,1157,111
1,8.89453125,203.08723958333334,768,1158,99
2,6.376344086021505,166.6236559139785,93,1158,111
1,5.53932584269663,199.12640449438203,356,1159,99
2,2.1818181818181817,167,22,1159,111
1,2.3333333333333335,191.16666666666666,48,1160,99
1,960,285,1,1174,1
2,957.8029556650247,241.59113300492612,406,1174,2
1,954.7551020408164,245.63500784929357,1274,1175,2
1,951.6961858833845,250.2419991231916,2281,1176,2
2,958.6363636363636,177.5,22,1176,113
1,948.4410885167464,246.9108851674641,3344,1177,2
1,945.4140557006092,249.68124456048739,4596,1178,2
2,956.9583333333334,146,48,1178,113
1,941.9943386515697,251.48104306055927,5829,1179,2
2,954.0863309352518,147.12230215827338,139,1179,113
1,956.4065934065934,522.1868131868132,91,1180,114
2,959.5,452,6,1180,115
3,957.5377358490566,432.8207547169811,106,1180,116
4,938.3603118355776,250.2962437987243,7055,1180,2
5,948.6576576576576,145.68018018018017,222,1180,113
1,953.2943722943722,512.8787878787879,231,1181,114
2,954.841610738255,427.18389261744966,745,1181,115
3,934.9356989759467,251.10716837342224,8398,1181,2
4,941.797153024911,145.15658362989325,281,1181,113
5,957.5,152.32,50,1181,117
1,956.3757575757576,530.1090909090909,165,1182,114
2,951.3839854413103,443.17288444040037,2198,1182,115
3,931.2881495173547,253.39905524748409,9738,1182,2
4,943.2403361344537,146.56974789915967,595,1182,113
1,948.4481379655086,450.137215696076,4001,1183,115
3,937.368345323741,145.27482014388488,695,1183,113
1,944.8238276299113,449.25475285171103,5523,1184,115
3,932.284833538841,144.52774352651048,811,1184,113
2,927.2241566920566,143.98258977149075,919,1185,113
2,926.6344647519583,144.30374238468232,1149,1186,113
2,925.0311787072243,144.48212927756654,1315,1187,113
2,922.6616979909268,144.73622812702527,1543,1188,113
2,919.94798363530094,145.20689655172413,1711,1189,113
2,909.875,163.875,8,1190,118
3,915.6436719174362,145.31015752308528,1841,1190,113
2,901.6333333333333,164.36666666666667,30,1191,118
3,910.5128998968008,145.26418988648092,1938,1191,113
2,893.9090909090909,164.3030303030303,33,1192,118
3,908.2042318307268,145.46826126954923,2174,1192,113
2,885.7931034482758,164,29,1193,118
3,903.8718830610491,145.31126397248497,2326,1193,113
2,877.5,163.5,4,1194,118
3,897.3002012072435,144.89255533199196,2485,1194,113
2,952.3863636363636,168.02272727272728,44,1195,118
3,888.7792615868028,144.62765121759622,2546,1195,113
2,943.8055555555555,167.69444444444446,36,1196,118
3,881.1156644963615,144.21217924166987,2611,1196,113
2,935.8928571428571,167.17857142857142,28,1197,118
3,873.3473880597015,143.8294776119403,2680,1197,113
2,927.5,167,26,1198,118
3,865.6836920831813,143.60488872674208,2741,1198,113
2,919.56,166.92,25,1199,118
3,857.9299891735835,143.54998195597258,2771,1199,113
2,911.7931034482758,166.75862068965517,29,1200,118
3,850.1296296296297,143.4604700854701,2808,1200,113
2,903.5,166.5,36,1201,118
3,842.3973988439307,143.2395231213873,2768,1201,113
2,895.6428571428571,166.5952380952381,42,1202,118
3,834.7805585781647,143.35690968443961,2757,1202,113
2,887.4375,166.70833333333334,48,1203,118
3,827.1434814275309,143.40932265112892,2746,1203,113
2,879.1320754716982,166.9056603773585,53,1204,118
3,819.639450867052,143.43569364161849,2768,1204,113
2,871.0555555555555,166.87037037037038,54,1205,118
3,811.9715109989181,143.27298954201225,2773,1205,113
2,863,166.6984126984127,63,1206,118
3,804.0425760286225,143.1463327370304,2795,1206,113
2,854.703125,166.5625,64,1207,118
3,796.07697740113,142.91207627118644,2832,1207,113
2,846.5,166.5,68,1208,118
3,788.264695529743,142.67722632875748,2841,1208,113
2,838.375,166.328125,64,1209,118
3,779.9342657342658,142.31258741258742,2860,1209,113
2,830.3448275862069,165.94827586206895,58,1210,118
3,772.240959666203,142.0990959666203,2876,1210,113
2,822,165.8181818181818,55,1211,118
3,764.7379549393414,141.9681109185442,2885,1211,113
2,813.8333333333334,165.61666666666667,60,1212,118
3,757.1819757365685,141.92859618717503,2885,1212,113
2,805.7846153846153,165.46153846153845,65,1213,118
3,749.4875862068966,141.9006896551724,2900,1213,113
2,797.4626865671642,165.44776119402985,67,1214,118
3,741.5703908682117,141.79868557592528,2891,1214,113
2,733.5402615278733,141.70715760495526,2906,1215,113
2,780.6176470588235,165.30882352941177,68,1216,118
3,725.7182036338704,141.4497771683236,2917,1216,113
2,717.9735030970406,141.24397797660015,2906,1217,113
2,709.423472889499,141.12663006177075,2914,1218,113
2,701.335953520164,141.05297334244702,2926,1219,113
2,693.1699591280654,140.8882833787466,2936,1220,113
2,645.5625,487.40625,32,1221,119
3,684.8870192307693,140.76854395604394,2912,1221,113
2,637.4516129032259,487.5806451612903,31,1222,119
3,676.9166097060834,140.70061517429937,2926,1222,113
2,629.5769230769231,487.84615384615387,26,1223,119
3,669.1925825110582,140.52500850629465,2939,1223,113
2,621.5555555555555,487.8888888888889,18,1224,119
3,661.086482805584,140.34627170582226,2937,1224,113
2,613.0769230769231,488.3076923076923,13,1225,119
3,652.7781523937964,140.25118004045854,2966,1225,113
2,604,488,9,1226,119
3,644.6420701168614,140.11519198664442,2995,1226,113
2,595.5,488,10,1227,119
3,636.2770923641214,139.99466488829609,2999,1227,113
2,587.1666666666666,488.1666666666667,6,1228,119
3,628.5734612839179,139.91065519523494,3022,1228,113
2,578.75,488,4,1229,119
3,620.6781914893617,139.8337765957447,3008,1229,113
2,571,488.5,2,1230,119
3,612.913953488372,139.8,3010,1230,113
2,605.2056198347108,139.63801652892562,3025,1231,113
2,597.1668321747766,139.5120820920225,3021,1232,113
2,589.4701468189234,139.3690048939641,3065,1233,113
2,581.4760362694301,139.32545336787564,3088,1234,113
2,573.4049079754601,139.23409751372296,3097,1235,113
2,565.7427013153673,139.1533525826115,3117,1236,113
2,608.0909090909091,480.72727272727275,11,1237,120
3,558.0700575815739,139.1285988483685,3126,1237,113
2,600.0833333333334,480.9166666666667,12,1238,120
3,550.3290897517505,139.05028644175684,3142,1238,113
2,591.88,480.52,25,1239,120
3,542.4305732484077,138.956050955414,3140,1239,113
2,583.5625,480.40625,32,1240,120
3,480.2,461.4,5,1240,121
4,534.2215067611075,138.84030907920155,3106,1240,113
2,575.3243243243244,480.1081081081081,37,1241,120
3,526.2612153993,138.81069042316258,3143,1241,113
2,566.9387755102041,479.59183673469386,49,1242,120
3,518.4488038277512,138.66443381180224,3135,1242,113
2,558.7384615384616,479.38461538461536,65,1243,120
3,510.4867369766699,138.575263662512,3129,1243,113
2,550.6301369863014,478.8904109589041,73,1244,120
3,502.35759897828865,138.5530012771392,3132,1244,113
2,542.3414634146342,478.5609756097561,82,1245,120
3,494.169805298436,138.48675390999043,3133,1245,113
2,486.0521656655074,138.2921277268416,3163,1246,113
2,477.73373724489795,138.25223214285714,3136,1247,113
2,469.84435922019816,138.2192393736018,3129,1248,113
2,461.8407622739018,138.047157622739,3096,1249,113
2,454.08057179987003,137.9775828460039,3078,1250,113
2,445.73426801434624,137.85686338441474,3067,1251,113
2,437.610964332893,137.7787318361955,3028,1252,113
2,429.88729096989965,137.67090301003344,2990,1253,113
2,421.8642687478792,137.51917203936208,2947,1254,113
2,413.7495711835335,137.40891938250428,2915,1255,113
2,405.91553595658075,137.40027137042063,2948,1256,113
2,398.2119640387275,137.30221300138314,2892,1257,113
2,390.21565217391304,137.21634782608695,2875,1258,113
2,382.45723336853223,137.12214009151708,2841,1259,113
2,374.92960225272793,137.03519887363603,2841,1260,113
2,367.0035423308537,136.95501239815798,2823,1261,113
2,359.0541125541126,136.83477633477634,2772,1262,113
2,351.0170784883721,136.79433139534885,2752,1263,113
2,342.97863720073667,136.62578268876612,2715,1264,113
2,335.0886976047904,136.56437125748502,2672,1265,113
2,327.2965204236006,136.42360060514372,2644,1266,113
2,319.0896551724138,136.33141762452107,2610,1267,113
2,258,487,1,1268,122
3,310.97837200157295,136.168698387731,2543,1268,113
2,249,487,1,1269,122
3,302.8936837975677,136.1071008238525,2549,1269,113
2,241,487.5,2,1270,122
3,295.5546655987185,136.01922306768122,2497,1270,113
2,228,513.5,2,1271,123
3,233,487,3,1271,122
4,287.23553382233086,135.90301548492258,2454,1271,113
2,220.5,513,8,1272,123
3,224.5,487,6,1272,122
4,278.80377668308705,135.8468801313629,2436,1272,113
2,212.28571428571428,513.1428571428571,7,1273,123
3,216.5,487,6,1273,122
4,270.9092809364549,135.75627090301003,2392,1273,113
2,203.5,513.5,16,1274,123
3,208,487.5,14,1274,122
4,262.9003407155026,135.61243611584328,2348,1274,113
2,195.88888888888889,513.0555555555555,18,1275,123
3,199.33333333333334,487.44444444444446,9,1275,122
4,180.95833333333334,161.875,24,1275,124
5,254.36564257897015,135.5166594547815,2311,1275,113
2,187.64285714285714,513.1071428571429,28,1276,123
3,191,487.5,14,1276,122
4,172.52173913043478,161.7391304347826,23,1276,124
5,246.03489399293287,135.39708480565372,2264,1276,113
2,180.1,512.4333333333333,30,1277,123
3,182.66666666666666,487.5,18,1277,122
4,164.2,161.75,20,1277,124
5,237.81182795698925,135.3100358422939,2232,1277,113
2,171.83333333333334,512.5,30,1278,123
3,174.33333333333334,487.5,18,1278,122
4,155.95,161.75,20,1278,124
5,229.4952120383037,135.19471044231645,2193,1278,113
2,163.1818181818182,513.030303030303,33,1279,123
3,165.875,487.5,16,1279,122
4,147.66666666666666,161.46666666666667,15,1279,124
5,221.14851024208565,135.06610800744878,2148,1279,113
2,157.375,487.7916666666667,24,1280,122
3,139.4,161.4,15,1280,124
4,213.37105139085338,134.95898161244696,2121,1280,113
2,149,487.85714285714283,28,1281,122
3,131,161.5,10,1281,124
4,205.27697495183045,134.90366088631984,2076,1281,113
2,140.55172413793105,487.62068965517244,29,1282,122
3,123.125,161.125,8,1282,124
4,197.06045589692766,134.79088206144698,2018,1282,113
2,132.26470588235293,487.7647058823529,34,1283,122
3,114,161.5,6,1283,124
4,188.49851042701093,134.70705064548162,2014,1283,113
2,123.87878787878788,487.75757575757575,33,1284,122
3,211.14529914529913,159.71794871794873,117,1284,125
4,105.5,161.5,4,1284,124
5,180.61287078934137,134.6143790849673,1989,1284,113
2,115.3529411764706,487.97058823529414,34,1285,122
3,172.33054830287207,134.38537859007832,1915,1285,113
2,106.69444444444444,487.77777777777777,36,1286,122
3,193.71052631578948,159.6315789473684,114,1286,125
4,164.10289389067523,134.33654876741693,1866,1286,113
2,98,487.86842105263156,38,1287,122
3,185.21052631578948,159.47368421052633,114,1287,125
4,80.5,161,2,1287,124
5,156.13370165745857,134.24088397790055,1810,1287,113
2,89.175,487.8,40,1288,122
3,176.4655172413793,159.56034482758622,116,1288,125
4,147.62220950200344,134.03491700057242,1747,1288,113
2,190,481.8333333333333,6,1289,122
3,167.66666666666666,159.51754385964912,114,1289,125
4,140.24268502581756,134.10097532989099,1743,1289,113
2,181.5,482,14,1290,122
3,158.77678571428572,159.55357142857142,112,1290,125
4,132.5169082125604,133.9993961352657,1656,1290,113
2,173.13793103448276,482.1034482758621,29,1291,122
3,149.98130841121494,159.33644859813083,107,1291,125
4,46,161,1,1291,124
5,124.75393329137823,133.8156073001888,1589,1291,113
2,164.5,482,30,1292,122
3,141.34259259259258,159.30555555555554,108,1292,125
4,37,161,1,1292,124
5,116.67430883344572,133.7316250842886,1483,1292,113
2,156.08333333333334,482.1666666666667,36,1293,122
3,132.4678899082569,159.25688073394497,109,1293,125
4,28.5,161,2,1293,124
5,77.30886850152905,134.22782874617738,654,1293,126
6,136.94482758620688,133.2537931034483,725,1293,113
2,147.70212765957447,482.3404255319149,47,1294,122
3,123.59615384615384,159.04807692307693,104,1294,125
4,20,161,1,1294,124
5,68.73913043478261,134.19323671497585,621,1294,126
6,128.9792817679558,133.3011049723757,724,1294,113
2,139.27272727272728,482.4727272727273,55,1295,122
3,114.98969072164948,159.08247422680412,97,1295,125
4,60.15742397137746,134.0304114490161,559,1295,126
5,120.35095447870778,133.12775330396477,681,1295,113
2,130.66129032258064,482.66129032258067,62,1296,122
3,106,159,97,1296,125
4,1.9,160.2,10,1296,124
5,50.97052631578947,134.09052631578948,475,1296,126
6,112.274217585693,133.13114754098362,671,1296,113
2,122.21875,482.453125,64,1297,122
3,97.31683168316832,159.03960396039605,101,1297,125
4,42.87437185929648,134.1859296482412,398,1297,126
5,103.7,133.015625,640,1297,113
2,113.4776119402985,482.3731343283582,67,1298,122
3,88.37254901960785,159.00980392156862,102,1298,125
4,33.34375,134.05625,320,1298,126
5,95.37123745819397,132.9314381270903,598,1298,113
2,104.76623376623377,482.1948051948052,77,1299,122
3,79.6842105263158,158.90526315789472,95,1299,125
4,87.10223048327137,133.05204460966542,538,1299,113
5,24.203296703296704,132.72527472527472,182,1299,126
2,96.23076923076923,482.2087912087912,91,1300,122
3,70.93617021276596,159.0212765957447,94,1300,125
