id,x,y,size,frame,track
2,879.9040404040404,263.6161616161616,396,296,2
3,938,261,1,296,5
4,931.9465716829919,141.47284060552093,1123,296,4
1,907.5250978586231,221.67303707114897,8686,297,1
2,959.2857142857143,290,7,297,6
3,872.9921465968587,263.5890052356021,382,297,2
4,929,260,1,297,5
5,929.3008070432869,141.7138664710198,1363,297,4
1,902.9497287122135,221.02092791495957,9031,298,1
2,957.9090909090909,301.90909090909093,33,298,6
3,900.0454545454545,297,22,298,7
4,865.5795454545455,263.76704545454544,352,298,2
5,923,260,1,298,5
6,953.92,176.28,75,298,8
7,925.0870678617157,141.7336747759283,1562,298,4
1,899.7928842407464,219.89121296011484,9753,299,1
2,951.5641025641025,301.43589743589746,39,299,6
3,892.3846153846154,297.38461538461536,13,299,7
4,857.9389534883721,263.44476744186045,344,299,2
5,920.1475886112726,141.42300987797793,1721,299,4
2,943.6052631578947,301.5,38,300,6
3,884.2777777777778,296.8888888888889,18,300,7
4,856.0197368421053,270.75,152,300,2
5,845.061797752809,256.9831460674157,178,300,5
6,917.5012493753123,141.7641179410295,2001,300,4
1,912,309.30882352941177,68,301,7
2,902.1648351648352,295.28205128205127,273,301,2
3,935.25,301.71875,32,301,6
5,841.978978978979,262.8858858858859,333,301,5
6,911.8879924062649,141.6032273374466,2107,301,4
1,903.2153846153847,309.2307692307692,65,302,7
2,893.0664206642066,295.3247232472325,271,302,2
3,926.2258064516129,301.9032258064516,31,302,6
5,958.4166666666666,285.1666666666667,12,302,9
6,839.4125874125874,270.1748251748252,143,302,5
7,957.6451612903226,273.61290322580646,31,302,8
8,829.1818181818181,256.34659090909093,176,302,10
9,941.25,255.125,16,302,1
10,904.9667590027701,141.66020313942752,2166,302,4
1,894.542372881356,309.3220338983051,59,303,7
2,884.0570342205323,295.4068441064639,263,303,2
3,917.4137931034483,302.2068965517241,29,303,6
4,954.6796116504854,282.27669902912623,206,303,9
6,830.7755102040817,269.7482993197279,147,303,5
7,821.4787234042553,256.2340425531915,188,303,10
8,932.2857142857143,255.57142857142858,7,303,1
9,896.6048646167967,141.56677374942635,2179,303,4
10,959.5,156,6,303,11
1,886,309.25,52,304,7
2,874.93359375,295.43359375,256,304,2
3,908.0416666666666,302.375,24,304,6
4,949.8701298701299,282.87987012987014,308,304,9
6,817.1661891117478,261.5730659025788,349,304,10
7,923.5,256,2,304,1
8,912.9111111111112,250,45,304,5
9,888.5648441030276,141.5106190691369,2213,304,4
1,877.1489361702128,309.0851063829787,47,305,7
2,865.8319672131148,295.27868852459017,244,305,2
3,899,302.5,20,305,6
5,903.8275862068965,249.93103448275863,29,305,5
6,880.5554557700943,141.37494387067804,2227,305,4
1,868.8409090909091,309.04545454545456,44,306,7
2,857.0333333333333,295.325,240,306,2
3,890.45,302.65,20,306,6
4,831.5,296,4,306,10
6,895.1764705882352,250.35294117647058,17,306,5
7,872.729490022173,141.21818181818182,2255,306,4
1,860.7,309.2,40,307,7
2,848.275,295.3208333333333,240,307,2
3,882,302.84615384615387,13,307,6
4,823.1111111111111,295.6666666666667,9,307,10
6,886.8888888888889,250.33333333333334,9,307,5
7,864.4798598949212,141.14886164623468,2284,307,4
8,925,155,1,307,11
1,852.6428571428571,309.0952380952381,42,308,7
2,839.9670781893004,295.3539094650206,243,308,2
3,873.4285714285714,302.7142857142857,14,308,6
4,815.0833333333334,295.75,12,308,10
6,879,250.71428571428572,7,308,5
7,856.5657837603127,140.97785497177594,2303,308,4
8,917.5,155,4,308,11
1,844.7777777777778,309,45,309,7
3,865.7142857142857,302.64285714285717,14,309,6
4,807.1875,295.3125,16,309,10
5,870.5,250.5,6,309,5
6,848.8816973853408,140.90870124303473,2333,309,4
7,909.6666666666666,155.33333333333334,12,309,11
1,837.5116279069767,309,43,310,7
3,858,302.5,14,310,6
4,799.695652173913,295.5217391304348,23,310,10
5,862.6666666666666,250.33333333333334,3,310,5
6,841.0597964376591,140.74130619168787,2358,310,4
7,902,155.11111111111111,18,310,11
1,830.1914893617021,308.93617021276594,47,311,7
3,850.0833333333334,302.25,12,311,6
4,792.4117647058823,295.5882352941176,17,311,10
5,854.3333333333334,249.66666666666666,6,311,5
6,833.8708471760797,140.3546511627907,2408,311,4
7,894.2142857142857,154.92857142857142,28,311,11
1,822.8809523809524,308.6666666666667,42,312,7
2,842.6666666666666,301.8888888888889,9,312,6
4,846.8333333333334,247.83333333333334,6,312,5
5,825.9655596555965,139.7330873308733,2439,312,4
6,886.2820512820513,154.5897435897436,39,312,11
1,815,307.9183673469388,49,313,7
3,835.0909090909091,300.8181818181818,11,313,6
4,839.1428571428571,246.85714285714286,7,313,5
5,878.5,154.75,60,313,11
6,818.1302588996764,139.2180420711974,2472,313,4
1,807.7758620689655,307.4310344827586,58,314,7
3,827.6315789473684,300.2631578947368,19,314,6
4,769.52,293.56,25,314,10
5,830.8636363636364,246,22,314,5
6,812.4706796116504,139.45941747572815,2575,314,4
1,800.6333333333333,307.3666666666667,60,315,7
3,820.1764705882352,300.11764705882354,17,315,6
4,762.2380952380952,293.8095238095238,21,315,10
5,822.8636363636364,245.8181818181818,22,315,5
6,804.9092627599243,139.42986767485823,2645,315,4
1,793.6290322580645,307.4516129032258,62,316,7
3,812.8,299.85,20,316,6
4,755.0454545454545,294.1363636363636,22,316,10
5,815.0882352941177,245.73529411764707,34,316,5
6,797.9918185198959,139.325771662328,2689,316,4
1,786.3846153846154,307.4307692307692,65,317,7
3,805.3478260869565,299.6521739130435,23,317,6
4,747.7083333333334,294.125,24,317,10
5,807.2666666666667,245.43333333333334,30,317,5
6,790.13,139.16296296296295,2700,317,4
1,778.8771929824561,307.3333333333333,57,318,7
3,797.6190476190476,299.42857142857144,21,318,6
4,739.7142857142857,294,21,318,10
5,798.5588235294117,245.05882352941177,34,318,5
6,782.4863266814486,139.02549889135256,2706,318,4
1,770.4814814814815,307.05555555555554,54,319,7
2,788.8571428571429,299.3333333333333,21,319,6
3,755.0246913580247,292.1111111111111,243,319,12
4,731.7727272727273,293.77272727272725,22,319,10
6,790.4583333333334,245.125,24,319,5
7,774.7015418502202,138.90785609397943,2724,319,4
1,762.3898305084746,307.0508474576271,59,320,7
2,780.7,299.35,20,320,6
3,746.4793388429752,291.88429752066116,242,320,12
4,723,293.36842105263156,19,320,10
6,793,252,1,320,13
7,781.8275862068965,245.10344827586206,29,320,5
8,766.452906548933,138.7178072111847,2718,320,4
1,754.1666666666666,307.1666666666667,54,321,7
2,772.3529411764706,299.29411764705884,17,321,6
3,738.0169491525423,292.10593220338984,236,321,12
4,714.875,293.75,8,321,10
6,773.1818181818181,245.45454545454547,11,321,5
7,758.3965453877252,138.64351341418597,2721,321,4
1,746.0727272727273,307.3090909090909,55,322,7
2,764,299.84615384615387,13,322,6
3,729.525641025641,292.4786324786325,234,322,12
4,706.6,293.9,10,322,10
6,764.6,245.6,15,322,5
7,750.1856088560886,138.60036900369005,2710,322,4
1,738.0727272727273,307.45454545454544,55,323,7
2,721.012987012987,292.995670995671,231,323,12
3,755.5,300,8,323,6
4,698.3,293.8,10,323,10
6,755.8888888888889,246.11111111111111,9,323,5
7,742.4836795252226,138.76038575667656,2696,323,4
1,730.1636363636363,307.54545454545456,55,324,7
2,712.9257641921397,293.2008733624454,229,324,12
3,746.75,300.25,4,324,6
4,690.5,293.5,2,324,10
6,734.5071214392804,138.7383808095952,2668,324,4
1,721.94,307.54,50,325,7
2,704.2391304347826,293.3086956521739,230,325,12
3,738.5,300.5,8,325,6
4,681.6666666666666,294.3333333333333,3,325,10
6,656.5421686746988,265.65060240963857,83,325,14
7,726.464581763376,138.6160512434062,2654,325,4
1,713.6888888888889,307.46666666666664,45,326,12
2,695.5442477876106,293.12389380530976,226,326,10
3,729.5,300.5,10,326,7
5,648.3037974683544,265.63291139240505,79,326,14
6,767,258.3636363636364,22,326,5
7,718.4370564064251,138.48001494209936,2677,326,4
1,704.7441860465116,307.1162790697674,43,327,12
2,720.9090909090909,300.1818181818182,11,327,7
3,686.8413461538462,292.75,208,327,10
5,639.9850746268656,265.02985074626866,67,327,14
6,758.8235294117648,258,17,327,5
7,710.5775381182596,138.10449981405728,2689,327,4
1,696.2,306.93333333333334,45,328,12
2,712.6666666666666,299.8888888888889,9,328,7
3,678.2705314009662,292.1642512077295,207,328,10
5,631.65625,264.71875,64,328,14
6,749.8,257.75,20,328,5
7,703.1354743447766,138.03949796973052,2709,328,4
1,688.6595744680851,306.27659574468083,47,329,12
2,669.9162561576354,291.5418719211823,203,329,10
3,705,299,7,329,7
5,623.542372881356,263.77966101694915,59,329,14
6,741.5,256.77777777777777,18,329,5
7,695.3609050445103,137.90727002967358,2696,329,4
1,681.2368421052631,306.13157894736844,38,330,12
2,662.1530612244898,291.79591836734693,196,330,10
3,696.8,299.4,5,330,7
5,655.1447368421053,276.1578947368421,76,330,15
6,615.7254901960785,264.3333333333333,51,330,14
7,733.6,256.9,10,330,5
8,687.2230912476723,137.85437616387338,2685,330,4
1,673.7105263157895,306.8157894736842,38,331,12
2,654.2415730337078,292.52247191011236,178,331,10
3,689,299.5,6,331,7
5,646.7794117647059,276.6617647058824,68,331,15
6,607.6410256410256,264.8974358974359,39,331,14
7,724,257,1,331,5
8,680.19940029985,137.96664167916043,2668,331,4
1,665.6666666666666,307.3666666666667,30,332,12
2,645.8136645962733,293.11801242236027,161,332,10
4,638.3272727272728,277.23636363636365,55,332,15
5,599.7575757575758,265.8484848484849,33,332,14
6,716,258,1,332,5
7,680.5,234,4,332,7
8,671.2637025680338,138.06899195093905,2609,332,4
1,657.3214285714286,307.67857142857144,28,333,12
2,637.3312101910828,293.1528662420382,157,333,10
4,629.542372881356,277.23728813559325,59,333,15
5,591.2,265.8,25,333,14
6,708,258,1,333,5
7,663.009889691898,138.03879802206163,2629,333,4
1,649.0384615384615,307.0769230769231,26,334,12
2,628.8231292517007,292.4149659863946,147,334,10
4,620.9107142857143,276.5892857142857,56,334,15
5,582.9285714285714,265.14285714285717,14,334,14
6,699.5,257.5,4,334,5
7,655.6159090909091,137.88219696969696,2640,334,4
1,640.421052631579,306.42105263157896,19,335,12
2,620.056338028169,291.64084507042253,142,335,10
4,612.1730769230769,275.88461538461536,52,335,15
5,574.5,264.5,8,335,14
6,647.8983816334212,137.48362815205118,2657,335,4
1,631.8333333333334,306.05555555555554,18,336,12
2,611.6390977443609,291.3984962406015,133,336,10
4,603.3958333333334,275.75,48,336,15
5,566,264.5,2,336,14
6,639.4679273266593,137.36559139784947,2697,336,4
1,622.5882352941177,306.4117647058824,17,337,12
2,602.3455882352941,291.5,136,337,10
4,594.4042553191489,275.6808510638298,47,337,15
5,630.4332723948812,137.16489945155394,2735,337,4
1,614.0952380952381,306.42857142857144,21,338,12
2,593.0692307692308,291.16153846153844,130,338,10
4,585.156862745098,275,51,338,15
5,622.0327809798271,136.8393371757925,2776,338,4
1,605.9130434782609,306.4347826086956,23,339,12
2,584.5114503816794,290.9541984732824,131,339,10
4,576.4347826086956,274.8695652173913,46,339,15
5,613.7849731663686,136.80751341681574,2795,339,4
1,598.12,306.44,25,340,12
2,576.8507462686567,291.1268656716418,134,340,10
4,568.952380952381,275.3095238095238,42,340,15
5,532,263.5,2,340,14
6,951.6869565217391,173.63478260869564,115,340,16
7,606.0442225392296,136.89514978601997,2804,340,4
1,591.5,306.5,22,341,12
2,569.4740740740741,291.6074074074074,135,341,10
4,561.547619047619,275.6666666666667,42,341,15
5,940.2222222222222,171.68444444444444,225,341,16
6,599.0881513204854,136.9246966452534,2802,341,4
1,584.421052631579,306.42105263157896,19,342,12
2,561.8015267175573,291.4503816793893,131,342,10
4,553.5853658536586,275.609756097561,41,342,15
5,957.5625,182.78125,32,342,17
6,932.164609053498,171.37860082304528,243,342,16
7,592.2724699221515,137.00884642604387,2826,342,4
1,576.3888888888889,305.8333333333333,18,343,12
2,553.9461538461538,290.96923076923076,130,343,10
3,637.7,281.3764705882353,170,343,18
4,545.5135135135135,274.9189189189189,37,343,15
6,957.2,221.3736842105263,190,343,19
7,955.303664921466,184.1413612565445,191,343,17
8,924.5257142857142,171.89714285714285,175,343,16
9,584.1895401895401,137.03966303966303,2849,343,4
1,568.3333333333334,306.06666666666666,15,344,12
2,545.6370967741935,291.14516129032256,124,344,10
3,629.2613636363636,281.6306818181818,176,344,18
5,536.9487179487179,275.05128205128204,39,344,15
6,953.3333333333334,202.995995995996,999,344,17
7,918.1875,173.23958333333334,96,344,16
8,576.2392378263938,136.97177134791815,2834,344,4
1,559.7,306.35,20,345,12
2,537.0247933884298,291.2396694214876,121,345,10
3,620.8505747126437,281.98850574712645,174,345,18
5,528.0833333333334,275.25,36,345,15
6,950.0019071837254,203.56834075015894,1573,345,17
7,567.5991516436903,136.97949805585012,2829,345,4
8,958.78,150.56,50,345,16
1,551.3529411764706,306.29411764705884,17,346,12
2,528.2931034482758,291.30172413793105,116,346,10
3,612.4080459770115,282.2068965517241,174,346,18
5,519.7027027027027,275.3783783783784,37,346,15
6,946.3809749171794,205.49645054424988,2113,346,17
7,559.2908199018921,136.83601962158374,2854,346,4
8,955.5,148.9712643678161,174,346,16
1,543,306,15,347,12
2,519.457627118644,290.83898305084745,118,347,10
4,510.969696969697,274.57575757575756,33,347,15
5,943.2174832569616,206.11561508635884,2837,347,17
6,897.8611111111111,178.19444444444446,36,347,19
7,552.0188808788191,136.59663577068315,2913,347,4
8,951.9964912280702,148.52631578947367,285,347,16
1,534.45,305.65,20,348,12
2,510.74380165289256,290.8264462809917,121,348,10
4,501.6875,274.625,32,348,15
5,941.1489780842157,199.72814577690224,4061,348,17
6,891,178.26,50,348,19
7,543.4460382513661,136.6014344262295,2928,348,4
1,526.1428571428571,306.07142857142856,14,349,12
2,502.008547008547,291.2393162393162,117,349,10
4,493.13793103448273,275.17241379310343,29,349,15
5,938.0109605420487,198.3333997608609,5018,349,17
6,885.25,178.25,4,349,19
7,534.9390031369816,136.70547228999652,2869,349,4
1,517.6666666666666,306.1666666666667,18,350,12
2,493.135593220339,291.3135593220339,118,350,10
4,484.15625,275.125,32,350,15
5,934.3420130195293,198.09581038224002,5991,350,17
6,526.7048150732728,136.4399860432659,2866,350,4
1,509.05882352941177,305.7647058823529,17,351,12
2,484.1517857142857,290.91964285714283,112,351,10
4,474.9428571428571,274.62857142857143,35,351,15
5,929.5928561057065,199.2787861187745,6887,351,17
6,863.3508771929825,173.98245614035088,57,351,19
7,518.1018867924528,136.30120068610634,2915,351,4
1,500.88235294117646,305.5882352941176,17,352,12
2,475.6218487394958,290.6302521008403,119,352,10
4,466.1666666666667,274.43333333333334,30,352,15
5,924.9131558542259,200.146420263634,7738,352,17
6,853.5416666666666,172.1547619047619,168,352,19
7,510.0312929848693,136.26822558459423,2908,352,4
1,492.72222222222223,305.6111111111111,18,353,12
2,467.38793103448273,290.8965517241379,116,353,10
3,552.4124293785311,282.6949152542373,177,353,20
5,458.06666666666666,274.8333333333333,30,353,15
6,920.776016781261,199.99941731732898,8581,353,17
7,844.775,171.0125,240,353,19
8,501.88046848088186,136.21495005167068,2903,353,4
1,484.1875,305.6875,16,354,12
2,458.5206611570248,290.6528925619835,121,354,10
3,544.0406976744187,282.43023255813955,172,354,20
5,449.2142857142857,274.75,28,354,15
6,916.9987305617265,199.40960541626995,9453,354,17
7,837.1298701298701,171.03463203463204,231,354,19
8,493.7786312849162,136.10370111731842,2864,354,4
1,476.06666666666666,305.6,15,355,12
2,449.963963963964,290.6756756756757,111,355,10
3,535.5235294117647,282.51176470588234,170,355,20
5,440.48148148148147,274.5925925925926,27,355,15
7,829.9217877094972,171.75418994413408,179,355,19
8,485.2759336099585,136.03250345781467,2892,355,4
1,467.15384615384613,305.7692307692308,13,356,12
2,441.22429906542055,290.69158878504675,107,356,10
3,526.9085714285715,282.7085714285714,175,356,20
5,431.6666666666667,274.45454545454544,33,356,15
7,822.9172932330827,172.6015037593985,133,356,19
8,476.40625,135.83602528089887,2848,356,4
1,459,305.5,16,357,12
2,432.33035714285717,290.4107142857143,112,357,10
3,518.2254335260116,282.59537572254334,173,357,20
5,422.72222222222223,274.30555555555554,36,357,15
7,815.2857142857143,172.9375,112,357,19
8,467.56904927133934,135.57772380291465,2882,357,4
1,450.5,305.75,16,358,12
2,423.8636363636364,290.45454545454544,110,358,10
3,509.9175824175824,282.54945054945057,182,358,20
5,414.09375,274.375,32,358,15
7,806.9313725490196,173.13725490196077,102,358,19
8,459.2189369940162,135.54593453009502,2841,358,4
1,442.88235294117646,305.5882352941176,17,359,12
2,415.8125,290.45535714285717,112,359,10
3,501.7880434782609,282.39130434782606,184,359,20
5,405.7647058823529,274.44117647058823,34,359,15
7,798.3571428571429,172.86607142857142,112,359,19
8,451.021471312918,135.59415698697643,2841,359,4
1,435.06666666666666,305.6,15,360,12
2,407.8363636363636,290.53636363636366,110,360,10
3,483,296,1,360,21
4,493.7860962566845,282.2299465240642,187,360,20
6,397.3225806451613,274.2903225806452,31,360,15
8,789.4848484848485,172.5151515151515,132,360,19
9,443.4598514326141,135.58224266006368,2827,360,4
1,427,305.5,16,361,12
2,399.42727272727274,290.7090909090909,110,361,10
3,475.3333333333333,295.3333333333333,6,361,21
4,485.74468085106383,281.98936170212767,188,361,20
6,388.8787878787879,274.4848484848485,33,361,15
8,781.476821192053,172.09933774834437,151,361,19
9,436.04614825581393,135.57412790697674,2752,361,4
1,418.45454545454544,305.3636363636364,11,362,12
2,390.41346153846155,290.6730769230769,104,362,10
3,466.6666666666667,295.6666666666667,3,362,21
4,476.92934782608694,282.35869565217394,184,362,20
6,379.962962962963,274.51851851851853,27,362,15
8,773.5783132530121,171.82530120481928,166,362,19
9,427.62477164778954,135.47351114358787,2737,362,4
1,409.5,305.2,10,363,12
2,381.26666666666665,290.73333333333335,105,363,10
3,457.6666666666667,295.6666666666667,3,363,21
4,467.9139784946237,282.494623655914,186,363,20
5,370.6363636363636,274.54545454545456,22,363,15
8,765.9803921568628,172.0392156862745,153,363,19
9,418.6927865250824,135.362504577078,2731,363,4
1,400,305.5,6,364,12
2,458.2079207920792,283.8069306930693,202,364,20
3,372.03960396039605,290.71287128712873,101,364,10
5,361.45,274.35,20,364,15
7,758.1351351351351,171.95945945945945,148,364,19
8,409.887959257912,135.12295380138232,2749,364,4
1,391.5,305.5,12,365,12
2,448.99004975124376,284.39800995024876,201,365,20
3,362.8557692307692,290.66346153846155,104,365,10
5,352.3529411764706,274.4117647058824,17,365,15
7,749.9085365853658,171.64634146341464,164,365,19
8,400.5365405802424,134.92177745134043,2723,365,4
1,382.7692307692308,305.61538461538464,13,366,12
2,439.9672897196262,284.7897196261682,214,366,20
3,353.8857142857143,290.7047619047619,105,366,10
5,343.22222222222223,274.44444444444446,18,366,15
7,741.5618556701031,171.25257731958763,194,366,19
8,392.2467338559164,134.85367674505412,2679,366,4
1,375,305.5,16,367,12
2,431.55405405405406,285.1711711711712,222,367,20
3,345.8252427184466,290.6990291262136,103,367,10
5,334.57894736842104,274.3157894736842,19,367,15
7,384.4332075471698,134.78150943396227,2650,367,4
1,367.11764705882354,305.4117647058824,17,368,12
2,423.58181818181816,284.8772727272727,220,368,20
3,337.6831683168317,290.71287128712873,101,368,10
5,326.5,274.5,18,368,15
7,725.1862745098039,171.0686274509804,204,368,19
8,377.0681044267877,134.788876276958,2643,368,4
1,359.11764705882354,305.4117647058824,17,369,12
2,415.60714285714283,284.7455357142857,224,369,20
3,329.38613861386136,290.86138613861385,101,369,10
5,318.1578947368421,274.5263157894737,19,369,15
7,717.2513661202186,171.327868852459,183,369,19
8,368.8927203065134,134.73486590038314,2610,369,4
1,350.84615384615387,305.2307692307692,13,370,12
2,407.2894736842105,284.6842105263158,228,370,20
3,320.5773195876289,290.82474226804123,97,370,10
5,309.2857142857143,274.57142857142856,14,370,15
7,709.5612903225806,171.7741935483871,155,370,19
8,360.66992952231794,134.62607674236492,2554,370,4
1,342,305.2857142857143,14,371,12
2,398.26382978723404,285.07659574468084,235,371,20
3,311.79591836734693,290.81632653061223,98,371,10
5,300.2857142857143,274.57142857142856,14,371,15
7,701.5704225352113,172,142,371,19
8,352.078368652539,134.46341463414635,2501,371,4
1,333.5,305.5,12,372,12
2,389.3539094650206,285.43621399176953,243,372,20
3,302.6831683168317,290.71287128712873,101,372,10
5,291.63157894736844,274.4736842105263,19,372,15
7,693.5106382978723,172.10638297872342,141,372,19
8,343.2931726907631,134.25863453815262,2490,372,4
1,324.7,305.2,10,373,12
2,381.03629032258067,285.18548387096774,248,373,20
3,293.90909090909093,290.73737373737373,99,373,10
5,282.63157894736844,274.4736842105263,19,373,15
7,685.296052631579,171.77631578947367,152,373,19
8,335.25161812297733,134.1039644012945,2472,373,4
1,316.6363636363636,305.09090909090907,11,374,12
3,285.4166666666667,290.7395833333333,96,374,10
4,274.1333333333333,274.46666666666664,15,374,15
6,409.85483870967744,188.59677419354838,124,374,20
7,676.72,171.25142857142856,175,374,19
8,327.271569433032,134.13393590797043,2434,374,4
1,308.5,305.2,10,375,12
3,276.8910891089109,290.9009900990099,101,375,10
4,265,274.5,16,375,15
6,273.64245810055866,230.05027932960894,179,375,22
7,402.295652173913,188.42608695652174,115,375,20
8,668.265625,170.9375,192,375,19
9,319.33319185059423,133.89898132427845,2356,375,4
1,299.8,305,10,376,12
3,268.2828282828283,290.8484848484849,99,376,10
4,256.27272727272725,274.6363636363636,11,376,15
6,264.655737704918,229.9945355191257,183,376,22
7,394.39830508474574,188.3050847457627,118,376,20
8,311.44112554112553,133.86190476190475,2310,376,4
1,291,305.2857142857143,7,377,12
3,259.1666666666667,290.7291666666667,96,377,10
4,247,274.5,6,377,15
6,386.2704918032787,188.36065573770492,122,377,20
7,303.10070984915706,133.4667258207631,2254,377,4
8,295.8421052631579,147.21052631578948,19,377,23
1,282,305.5,6,378,12
2,337.7739463601533,285.64367816091954,261,378,24
3,250.05208333333334,290.84375,96,378,10
5,238.2,274.4,5,378,15
7,245.6927374301676,229.95530726256985,179,378,22
8,378.1904761904762,188.61111111111111,126,378,20
9,293.71011850501367,133.3113035551504,2194,378,4
10,286.5,147.5,8,378,23
1,273.25,305.25,8,379,12
2,328.65384615384613,286.0076923076923,260,379,24
3,241.01041666666666,290.8541666666667,96,379,10
5,229,274.5,4,379,15
7,236.48850574712642,229.92528735632183,174,379,22
8,370.0472440944882,188.77165354330708,127,379,20
9,284.76691729323306,133.20911654135338,2128,379,4
10,277,147.83333333333334,6,379,23
1,265,305.5,6,380,12
2,319.95112781954884,286.2857142857143,266,380,24
3,232.03125,290.9166666666667,96,380,10
5,220,274.5,10,380,15
7,227.46987951807228,229.79518072289156,166,380,22
8,362.172131147541,188.45901639344262,122,380,20
9,276.543698696282,133.19604056011588,2071,380,4
1,257,305.5,6,381,12
2,311.60820895522386,286.0820895522388,268,381,24
3,223.51612903225808,290.93548387096774,93,381,10
5,211.5,274.5,6,381,15
7,218.56969696969696,230.05454545454546,165,381,22
8,353.8189655172414,188.4655172413793,116,381,20
9,193.77353342428376,165.66848567530695,733,381,25
10,268.25210500247647,133.06438831104506,2019,381,4
1,248.5,305.5,4,382,12
3,215.02105263157895,290.9578947368421,95,382,10
4,202.5,274.5,4,382,15
6,209.35256410256412,230.19871794871796,156,382,22
7,346.1504424778761,188.09734513274336,113,382,20
8,185.0855172413793,165.6193103448276,725,382,25
9,259.8289869608827,132.97993981945837,1994,382,4
1,239.875,305.125,8,383,12
3,206.34408602150538,291.01075268817203,93,383,10
4,193.5,274.5,4,383,15
6,200.66233766233765,230.28571428571428,154,383,22
7,338.3274336283186,187.93805309734512,113,383,20
8,176.27714285714285,165.47,700,383,25
9,331.6666666666667,149.16981132075472,159,383,23
10,242.81964388282597,131.09017805858701,1741,383,4
1,231.5,305,2,384,12
3,196.9787234042553,290.98936170212767,94,384,10
4,184.75,274.75,4,384,15
6,191.59027777777777,230.27083333333334,144,384,22
7,330.11607142857144,188.13392857142858,112,384,20
8,167.0829694323144,165.36826783114992,687,384,25
9,323.93333333333334,149.27333333333334,150,384,23
10,234.406195207481,131.05961426066628,1711,384,4
1,222,305,1,385,12
3,187.9787234042553,290.98936170212767,94,385,10
4,174.8,274.6,5,385,15
6,182.33098591549296,230.35915492957747,142,385,22
7,321.8034188034188,188.35897435897436,117,385,20
8,157.97761194029852,165.37910447761195,670,385,25
9,316.3188405797101,149.47101449275362,138,385,23
10,224.88901937756899,130.99588960657664,1703,385,4
1,213.28571428571428,305,7,386,12
2,267.98932384341634,286.576512455516,281,386,10
3,178.6451612903226,290.9462365591398,93,386,15
6,173.15384615384616,230.30769230769232,143,386,22
7,313.7731092436975,188.43697478991598,119,386,20
8,148.73047473200612,165.33078101071976,653,386,25
9,309.62393162393164,149.84615384615384,117,386,23
10,216.3571869216533,130.87538556446637,1621,386,4
1,204.66666666666666,304.8888888888889,9,387,12
3,169.75824175824175,291.02197802197804,91,387,15
4,157,275,1,387,10
6,163.47857142857143,230.31428571428572,140,387,22
7,305.76271186440675,188.39830508474577,118,387,20
8,139.83228840125392,165.3166144200627,638,387,25
9,301.61607142857144,149.83035714285714,112,387,23
10,207.89054726368158,130.72761194029852,1608,387,4
1,196.16666666666666,304.8333333333333,6,388,12
2,250.58214285714286,286.73571428571427,280,388,26
3,161.34736842105264,291.10526315789474,95,388,15
5,147.8,274.6,5,388,10
7,154.67857142857142,230.38571428571427,140,388,22
8,297.78632478632477,188.2905982905983,117,388,20
9,131.09902597402598,165.2159090909091,616,388,25
10,293.9099099099099,149.81981981981983,111,388,23
11,200.00448717948717,130.75448717948717,1560,388,4
1,187.88888888888889,304.6666666666667,9,389,12
2,242.06597222222223,286.7326388888889,288,389,26
3,152.3763440860215,291.0752688172043,93,389,15
